cid,cntry
AW00015255,United States
AW00015256,United States
AW00015257,United States
AW00015258,United States
AW00015259,United States
AW00015260,United States
AW00015261,Australia
AW00015262,Australia
AW00015263,Australia
AW00015264,Australia
AW00015265,Australia
AW00015266,Australia
AW00015267,Australia
AW00015268,Australia
AW00015269,United States
AW00015270,United States
AW00015271,United States
AW00015272,United States
AW00015273,United States
AW00015274,United States
AW00015275,United States
AW00015276,United States
AW00015277,United States
AW00015278,United States
AW00015279,United States
AW00015280,United States
AW00015281,United States
AW00015282,United States
AW00015283,Canada
AW00015284,United States
AW00015285,United States
AW00015286,United States
AW00015287,United States
AW00015288,United States
AW00015289,United States
AW00015290,United States
AW00015291,Canada
AW00015292,United States
AW00015293,United States
AW00015294,United States
AW00015295,United States
AW00015296,United States
AW00015297,United States
AW00015298,United States
AW00015299,United States
AW00015300,United States
AW00015301,United States
AW00015302,United States
AW00015303,United States
AW00015304,Canada
AW00015305,United States
AW00015306,United States
AW00015307,United States
AW00015308,United States
AW00015309,United States
AW00015310,Canada
AW00015311,United States
AW00015312,United States
AW00015313,United States
AW00015314,United States
AW00015315,United States
AW00015316,United States
AW00015317,United States
AW00015318,United States
AW00015319,United States
AW00015320,United States
AW00015321,United States
AW00015322,United States
AW00015323,Canada
AW00015324,United States
AW00015325,United States
AW00015326,United States
AW00015327,United States
AW00015328,United States
AW00015329,United States
AW00015330,United States
AW00015331,United States
AW00015332,United States
AW00015333,United States
AW00015334,Canada
AW00015335,United States
AW00015336,United States
AW00015337,United States
AW00015338,United States
AW00015339,United States
AW00015340,Canada
AW00015341,United States
AW00015342,United States
AW00015343,United States
AW00015344,United States
AW00015345,United States
AW00015346,United States
AW00015347,United States
AW00015348,United States
AW00015349,United States
AW00015350,United States
AW00015351,United States
AW00015352,Germany
AW00015353,United Kingdom
AW00015354,United Kingdom
AW00015355,France
AW00015356,Germany
AW00015357,Germany
AW00015358,United States
AW00015359,United States
AW00015360,United States
AW00015361,United States
AW00015362,Canada
AW00015363,Canada
AW00015364,United States
AW00015365,United States
AW00015366,United States
AW00015367,United States
AW00015368,United States
AW00015369,United States
AW00015370,United States
AW00015371,United States
AW00015372,United States
AW00015373,United States
AW00015374,United States
AW00015375,United States
AW00015376,Canada
AW00015377,Canada
AW00015378,Canada
AW00015379,United States
AW00015380,United States
AW00015381,United States
AW00015382,United States
AW00015383,United States
AW00015384,United States
AW00015385,United States
AW00015386,United States
AW00015387,United States
AW00015388,United States
AW00015389,United States
AW00015390,United States
AW00015391,Canada
AW00015392,United States
AW00015393,United States
AW00015394,United States
AW00015395,Canada
AW00015396,United States
AW00015397,United States
AW00015398,United States
AW00015399,United States
AW00015400,United States
AW00015401,United States
AW00015402,Canada
AW00015403,United States
AW00015404,United States
AW00015405,United States
AW00015406,United States
AW00015407,United States
AW00015408,United States
AW00015409,United States
AW00015410,United States
AW00015411,United States
AW00015412,United States
AW00015413,Canada
AW00015414,United States
AW00015415,United States
AW00015416,United States
AW00015417,United States
AW00015418,Canada
AW00015419,United States
AW00015420,United States
AW00015421,United States
AW00015422,United States
AW00015423,United States
AW00015424,United States
AW00015425,Australia
AW00015426,Australia
AW00015427,United States
AW00015428,United States
AW00015429,United States
AW00015430,United States
AW00015431,United States
AW00015432,United States
AW00015433,United States
AW00015434,Australia
AW00015435,Australia
AW00015436,Australia
AW00015437,Australia
AW00015438,Australia
AW00015439,Australia
AW00015440,United Kingdom
AW00015441,United Kingdom
AW00015442,France
AW00015443,Germany
AW00015444,United Kingdom
AW00015445,France
AW00015446,France
AW00015447,France
AW00015448,United Kingdom
AW00015449,United Kingdom
AW00015450,France
AW00015451,France
AW00015452,France
AW00015453,United Kingdom
AW00015454,Germany
AW00015455,France
AW00015456,Germany
AW00015457,Germany
AW00015458,Germany
AW00015459,Germany
AW00015460,Germany
AW00015461,United Kingdom
AW00015462,France
AW00015463,France
AW00015464,Australia
AW00015465,Australia
AW00015466,United States
AW00015467,United States
AW00015468,Canada
AW00015469,United States
AW00015470,United States
AW00015471,United States
AW00015472,United States
AW00015473,United States
AW00015474,United States
AW00015475,United States
AW00015476,United States
AW00015477,United States
AW00015478,Canada
AW00015479,United States
AW00015480,United States
AW00015481,United States
AW00015482,United States
AW00015483,United States
AW00015484,United States
AW00015485,United States
AW00015486,United States
AW00015487,United States
AW00015488,Canada
AW00015489,United States
AW00015490,Canada
AW00015491,United States
AW00015492,United States
AW00015493,United States
AW00015494,Canada
AW00015495,United States
AW00015496,United States
AW00015497,United States
AW00015498,Canada
AW00015499,United States
AW00015500,United States
AW00015501,United States
AW00015502,United States
AW00015503,United States
AW00015504,United States
AW00015505,United States
AW00015506,United States
AW00015507,Canada
AW00015508,United States
AW00015509,United States
AW00015510,United States
AW00015511,Canada
AW00015512,United States
AW00015513,United States
AW00015514,United States
AW00015515,United States
AW00015516,United States
AW00015517,United States
AW00015518,United States
AW00015519,United States
AW00015520,United States
AW00015521,United States
AW00015522,United States
AW00015523,United States
AW00015524,United States
AW00015525,United States
AW00015526,Canada
AW00015527,United States
AW00015528,United States
AW00015529,United States
AW00015530,Canada
AW00015531,United States
AW00015532,United States
AW00015533,United States
AW00015534,United States
AW00015535,United States
AW00015536,Canada
AW00015537,United States
AW00015538,United States
AW00015539,United States
AW00015540,United States
AW00015541,United States
AW00015542,United States
AW00015543,Canada
AW00015544,United States
AW00015545,United States
AW00015546,United States
AW00015547,United States
AW00015548,United States
AW00015549,Canada
AW00015550,United States
AW00015551,United States
AW00015552,United States
AW00015553,United States
AW00015554,United States
AW00015555,United States
AW00015556,Canada
AW00015557,United States
AW00015558,United States
AW00015559,Canada
AW00015560,United States
AW00015561,United States
AW00015562,United States
AW00015563,United States
AW00015564,Canada
AW00015565,United States
AW00015566,Canada
AW00015567,Canada
AW00015568,United States
AW00015569,United States
AW00015570,United States
AW00015571,Canada
AW00015572,Canada
AW00015573,United States
AW00015574,United States
AW00015575,Australia
AW00015576,Australia
AW00015577,Australia
AW00015578,Australia
AW00015579,Australia
AW00015580,Australia
AW00015581,Australia
AW00015582,Australia
AW00015583,Australia
AW00015584,Australia
AW00015585,Australia
AW00015586,Australia
AW00015587,Australia
AW00015588,Australia
AW00015589,Australia
AW00015590,Australia
AW00015591,Australia
AW00015592,Australia
AW00015593,Australia
AW00015594,Australia
AW00015595,Australia
AW00015596,Australia
AW00015597,Australia
AW00015598,Australia
AW00015599,Australia
AW00015600,Australia
AW00015601,Australia
AW00015602,Australia
AW00015603,Australia
AW00015604,Australia
AW00015605,Australia
AW00015606,Australia
AW00015607,Australia
AW00015608,Germany
AW00015609,France
AW00015610,United Kingdom
AW00015611,France
AW00015612,United Kingdom
AW00015613,France
AW00015614,United Kingdom
AW00015615,United Kingdom
AW00015616,France
AW00015617,France
AW00015618,Germany
AW00015619,United Kingdom
AW00015620,United Kingdom
AW00015621,United Kingdom
AW00015622,Germany
AW00015623,France
AW00015624,France
AW00015625,Germany
AW00015626,Germany
AW00015627,Germany
AW00015628,Germany
AW00015629,Germany
AW00015630,United Kingdom
AW00015631,United Kingdom
AW00015632,United Kingdom
AW00015633,Germany
AW00015634,United Kingdom
AW00015635,United Kingdom
AW00015636,Germany
AW00015637,France
AW00015638,United Kingdom
AW00015639,Australia
AW00015640,Australia
AW00015641,Australia
AW00015642,Australia
AW00015643,Australia
AW00015644,Australia
AW00015645,Australia
AW00015646,Australia
AW00015647,Australia
AW00015648,Australia
AW00015649,Germany
AW00015650,France
AW00015651,France
AW00015652,United Kingdom
AW00015653,United Kingdom
AW00015654,France
AW00015655,Germany
AW00015656,Germany
AW00015657,United Kingdom
AW00015658,France
AW00015659,Germany
AW00015660,United Kingdom
AW00015661,United Kingdom
AW00015662,United Kingdom
AW00015663,France
AW00015664,Germany
AW00015665,France
AW00015666,France
AW00015667,Germany
AW00015668,United Kingdom
AW00015669,United Kingdom
AW00015670,France
AW00015671,United Kingdom
AW00015672,Germany
AW00015673,France
AW00015674,Germany
AW00015675,Germany
AW00015676,France
AW00015677,France
AW00015678,France
AW00015679,France
AW00015680,Germany
AW00015681,United Kingdom
AW00015682,Germany
AW00015683,Germany
AW00015684,Germany
AW00015685,Germany
AW00015686,United Kingdom
AW00015687,France
AW00015688,France
AW00015689,Germany
AW00015690,United Kingdom
AW00015691,United Kingdom
AW00015692,United Kingdom
AW00015693,Germany
AW00015694,United Kingdom
AW00015695,United Kingdom
AW00015696,France
AW00015697,Germany
AW00015698,Germany
AW00015699,United Kingdom
AW00015700,France
AW00015701,United Kingdom
AW00015702,United Kingdom
AW00015703,Germany
AW00015704,Germany
AW00015705,Germany
AW00015706,France
AW00015707,Germany
AW00015708,Germany
AW00015709,France
AW00015710,France
AW00015711,United Kingdom
AW00015712,United Kingdom
AW00015713,United Kingdom
AW00015714,France
AW00015715,Australia
AW00015716,Australia
AW00015717,Australia
AW00015718,Australia
AW00015719,Australia
AW00015720,Australia
AW00015721,Australia
AW00015722,Australia
AW00015723,Australia
AW00015724,Australia
AW00015725,Australia
AW00015726,Australia
AW00015727,Australia
AW00015728,Australia
AW00015729,Australia
AW00015730,Australia
AW00015731,Australia
AW00015732,Australia
AW00015733,Australia
AW00015734,Australia
AW00015735,Australia
AW00015736,United States
AW00015737,United States
AW00015738,United States
AW00015739,United States
AW00015740,United States
AW00015741,United States
AW00015742,United States
AW00015743,United States
AW00015744,United States
AW00015745,United States
AW00015746,United States
AW00015747,United States
AW00015748,Canada
AW00015749,United States
AW00015750,United States
AW00015751,Australia
AW00015752,Australia
AW00015753,Australia
AW00015754,Australia
AW00015755,Australia
AW00015756,Australia
AW00015757,Australia
AW00015758,Australia
AW00015759,United States
AW00015760,Canada
AW00015761,Canada
AW00015762,Canada
AW00015763,United States
AW00015764,Australia
AW00015765,Australia
AW00015766,Australia
AW00015767,Australia
AW00015768,United States
AW00015769,United States
AW00015770,United States
AW00015771,United States
AW00015772,United States
AW00015773,United States
AW00015774,United States
AW00015775,United States
AW00015776,United States
AW00015777,United States
AW00015778,United States
AW00015779,United States
AW00015780,United States
AW00015781,United States
AW00015782,United States
AW00015783,Australia
AW00015784,Australia
AW00015785,Australia
AW00015786,Australia
AW00015787,Australia
AW00015788,Australia
AW00015789,Australia
AW00015790,Australia
AW00015791,Australia
AW00015792,Australia
AW00015793,Australia
AW00015794,Australia
AW00015795,Australia
AW00015796,Australia
AW00015797,Australia
AW00015798,Australia
AW00015799,Australia
AW00015800,Australia
AW00015801,Australia
AW00015802,Australia
AW00015803,Australia
AW00015804,Australia
AW00015805,Australia
AW00015806,Australia
AW00015807,Australia
AW00015808,Australia
AW00015809,Australia
AW00015810,Australia
AW00015811,Australia
AW00015812,Australia
AW00015813,United States
AW00015814,United States
AW00015815,Canada
AW00015816,Canada
AW00015817,United States
AW00015818,United States
